"Date","AQS_SITE_ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"07/31/2018","170314201","1","16","ug/m3 SC","15","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/06/2018","170314201","1","10","ug/m3 SC","9","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/12/2018","170314201","1","21","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/18/2018","170314201","1","22","ug/m3 SC","20","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/24/2018","170314201","1","24","ug/m3 SC","22","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/30/2018","170314201","1","9","ug/m3 SC","8","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/05/2018","170314201","1","16","ug/m3 SC","15","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/11/2018","170314201","1","17","ug/m3 SC","16","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/17/2018","170314201","1","25","ug/m3 SC","23","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/23/2018","170314201","1","15","ug/m3 SC","14","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/29/2018","170314201","1","11","ug/m3 SC","10","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/02/2018","170314201","9","17","ug/m3 SC","16","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/08/2018","170314201","9","18","ug/m3 SC","17","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/14/2018","170314201","9","13","ug/m3 SC","12","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/20/2018","170314201","9","20","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"01/26/2018","170314201","9","15","ug/m3 SC","14","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/01/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/07/2018","170314201","9","13","ug/m3 SC","12","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/13/2018","170314201","9","35","ug/m3 SC","32","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/19/2018","170314201","9","10","ug/m3 SC","9","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"02/25/2018","170314201","9","5","ug/m3 SC","5","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/03/2018","170314201","9","6","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/09/2018","170314201","9","7","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/15/2018","170314201","9","10","ug/m3 SC","9","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/21/2018","170314201","9","4","ug/m3 SC","4","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"03/27/2018","170314201","9","8","ug/m3 SC","7","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/02/2018","170314201","9","13","ug/m3 SC","12","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/04/2018","170314201","9","6","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/08/2018","170314201","9","7","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/14/2018","170314201","9","6","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/20/2018","170314201","9","9","ug/m3 SC","8","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"04/26/2018","170314201","9","21","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"05/02/2018","170314201","9","47","ug/m3 SC","44","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"05/08/2018","170314201","9","37","ug/m3 SC","34","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"05/14/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"05/26/2018","170314201","9","16","ug/m3 SC","15","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/01/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/07/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/13/2018","170314201","9","13","ug/m3 SC","12","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/19/2018","170314201","9","10","ug/m3 SC","9","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"06/25/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/01/2018","170314201","9","27","ug/m3 SC","25","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/07/2018","170314201","9","6","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/13/2018","170314201","9","27","ug/m3 SC","25","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/19/2018","170314201","9","18","ug/m3 SC","17","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/25/2018","170314201","9","16","ug/m3 SC","15","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"07/31/2018","170314201","9","11","ug/m3 SC","10","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/06/2018","170314201","9","9","ug/m3 SC","8","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/12/2018","170314201","9","20","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/18/2018","170314201","9","20","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/24/2018","170314201","9","20","ug/m3 SC","19","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"08/30/2018","170314201","9","7","ug/m3 SC","6","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/05/2018","170314201","9","14","ug/m3 SC","13","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/11/2018","170314201","9","15","ug/m3 SC","14","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/17/2018","170314201","9","25","ug/m3 SC","23","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/23/2018","170314201","9","12","ug/m3 SC","11","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
"09/29/2018","170314201","9","8","ug/m3 SC","7","1","100.0000","81102","PM10 Total 0-10um STP","16980","Chicago-Naperville-Elgin, IL-IN-WI","17","Illinois","031","Cook","42.139996190948","-87.7992269168431"
